"run","num_revs","length","diversity_mean","diversity_sd","mean_unique_length","mean_within_rev_uni_ent","sd_within_rev_uni_ent","mean_within_rev_info","sd_within_rev_info","mean_across_rev_uni_ent","sd_across_rev_uni_ent","mean_across_rev_info","sd_across_rev_info","within_reviewer_sd_ent_chancap","within_reviewer_sd_info_chancap","across_reviewer_sd_ent_chancap","across_reviewer_sd_info_chancap","interconnectivity","transitivities","degrees","scale_test","betweens","centralization","nodes","edges","path_length","gini","alpha","xmin","loglik","KS.stat","KS.p"
1,2324,2131.57407407407,0.676827264191434,0.138071174012652,588.777777777778,5.45647758992584,1.0869637902345,5.97780889571351,1.41288135983985,13.439146508573,0.846467003414336,22.4473931063851,0.627559300374433,0.596709205559051,0.130475019435446,3.16308940830577,3.69408813220138,4.62037037037037,0.307815188006881,9.24074074074074,0.0294117647058824,88.6388888888889,0.222049151955694,108,499,2.63220164609054,0.82321348887614,3.39235130035138,0.0555555555555556,17.6532964154449,0.201058434295888,0.90284546783597
2,1392,1634.61728395062,0.650217350274518,0.159509677179432,685.950617283951,5.60349926058972,1.14106268901563,6.19778170709296,1.52766061297122,13.5425132597459,0.935564381930748,22.4124221364358,0.475740538060583,0.634325927552153,0.147238369043671,3.20727636495814,3.70790061786186,1.90123456790123,0.246722288438617,3.80246913580247,0.0625,131.740740740741,0.139969135802469,81,154,4.24051211705533,0.686426848304244,2.50806696262339,0.0617283950617284,12.1843886729753,0.135164866616767,0.998584804848865
3,3070,2703.84821428571,0.657742753771179,0.16313556860875,755.169642857143,5.55650163643512,1.24446294234698,6.14644592646493,1.64541694772466,13.481980149948,1.04498706486224,22.341806922485,0.757750700977932,0.626495655718528,0.142920701440901,3.12780950802733,3.75257314963549,3.96428571428571,0.249606051055783,7.92857142857143,0.024390243902439,94.4642857142857,0.288931788931789,112,444,2.67793367346939,0.81208701721731,2.51495208996607,0.0357142857142857,22.3841843299162,0.210547150962034,0.71405354676361
4,3063,2918.00952380952,0.65043057240404,0.171830395330772,835.87619047619,5.53219032884095,1.28463337481205,6.15637252207932,1.72027048885883,13.5011480100091,1.05946042305628,22.3301650173993,0.590282625716984,0.644149741522593,0.145727020396249,3.12708378926941,3.75924362508871,4.27619047619048,0.298429319371728,8.55238095238095,0.0192307692307692,69.6952380952381,0.408150183150183,105,449,2.31800453514739,0.817306406728541,2.19657079885154,0.0285714285714286,18.9908631198923,0.191235501171755,0.815945105378224
5,1229,1442.32558139535,0.717043402080185,0.163039753882871,518.918604651163,5.14277088696707,1.20099344509937,5.59973316215149,1.58623294503956,13.34750609293,0.900537298464904,22.3496853007873,0.787027132902219,0.54187979883774,0.124660120636565,3.19772387254596,3.77135990519615,1.66279069767442,0.177536231884058,3.32558139534884,0.0625,113.279069767442,0.13734610123119,86,143,3.62276906435911,0.799506121444926,1.83775023382598,0.0348837209302326,7.79045053508669,0.19171581661074,0.959129842444002
6,1505,3604.48780487805,0.63685449882791,0.187403897386397,971.146341463415,5.48935066400666,1.22971196144864,6.16271629718866,1.8120021381151,13.4940625402453,1.21414058885531,22.4033404427234,0.611375136201903,0.66393039970986,0.147915814944099,3.11294294895426,3.73791696041486,1.68292682926829,0.174142480211082,3.36585365853659,0.0588235294117647,37.4390243902439,0.315853658536585,41,69,2.80190362879239,0.820873511060692,1.81932905147567,0.024390243902439,13.6425851540585,0.222222222222222,0.706688539753279
7,2313,2113.90384615385,0.639022135975387,0.157810171432554,769.721153846154,5.66273603613336,1.13806375618701,6.28980729908974,1.54555061451964,13.5713067737699,1.00518192012821,22.4539541385843,0.547575241523542,0.654389777752584,0.137466230948353,3.1222640373647,3.70373861101285,3.53846153846154,0.229525862068966,7.07692307692308,0.032258064516129,90.4903846153846,0.222554144884242,104,368,2.73058431952663,0.746611959160598,2.80961381721404,0.0384615384615385,22.0847968552014,0.222222222222222,0.706688539753279
8,5179,5127.84693877551,0.5478603268467,0.191960468593588,1521,6.18102048521873,1.21293158040517,7.10721787720368,1.80115960792324,14.1076685551283,1.18976362840705,22.5027545326779,0.414574667735814,0.808440899714149,0.18500136604594,3.17842618489255,3.71641287108553,2.69387755102041,0.330668910391249,5.38775510204082,0.037037037037037,100.918367346939,0.212497370082053,98,264,3.04935443565181,0.700814907928802,2.0178999825889,0.0204081632653061,26.8937269478015,0.165828215597049,0.836070880435321
9,1086,1196.47727272727,0.671286981283351,0.147322957851965,570.715909090909,5.44497780328107,1.17288571250663,5.9817456114717,1.49536380071268,13.4763914763447,0.876455439186501,22.3474915957557,0.593558272750014,0.60252138774368,0.13861086638178,3.2196341256708,3.79028761357752,2.75,0.371934604904632,5.5,0.0434782608695652,111.897727272727,0.189655172413793,88,242,3.53176652892562,0.6563494056588,2.34575865661508,0.0340909090909091,22.8564976609317,0.16267472317215,0.908598037739972
10,1874,1646.43119266055,0.675423362545926,0.155676044021033,620.743119266055,5.42453032963174,1.25847712540789,5.95674191167243,1.63078630973374,13.3966614396019,0.963122670594302,22.4232355471932,0.713374582664045,0.595982123728795,0.136020475681067,3.1236090755721,3.71868808017946,4.39449541284404,0.306734137796808,8.78899082568807,0.0232558139534884,86.6238532110092,0.307509344206592,109,479,2.58025418735797,0.740181919653784,2.92981108571937,0.055045871559633,13.5342523517044,0.183393766722088,0.972622480567236
